zip_code,city,state,address_example,overall_grade,violent_crime_grade,property_crime_grade,violent_crimes_per_1000,property_crimes_per_1000,total_crimes_per_1000,cost_of_crime_per_household_usd,confidence,retrievedAtUtc
30303,Atlanta,GA,7791 Broadway,B,B,C,4.7,18.4,23.1,478,0.93,2025-10-26T17:00:57.477ZZ
33101,Miami,FL,871 Pine St,D,A,A,8,31.9,39.9,437,0.93,2025-10-26T17:00:57.477ZZ
33101,Miami,FL,9520 Market St,B,D,C,3.9,13.2,17.1,373,0.9,2025-10-26T17:00:57.477ZZ
77002,Houston,TX,2990 Washington Ave,B,A,C,6.4,17.9,24.3,424,0.82,2025-10-26T17:00:57.477ZZ
96813,Honolulu,HI,1400 Lexington Ave,B,A,A,7.4,29.2,36.6,586,0.85,2025-10-26T17:00:57.477ZZ
33101,Miami,FL,5900 Broadway,D,D,D,15.7,48.7,64.4,730,0.84,2025-10-26T17:00:57.477ZZ
02115,Boston,MA,2286 Oak St,C,D,D,7.1,20.9,28,515,0.91,2025-10-26T17:00:57.477ZZ
73301,Austin,TX,8486 Mission St,D,D,C,18.3,53.6,71.9,793,0.93,2025-10-26T17:00:57.477ZZ
64106,Kansas City,MO,4738 Maple Ave,C,F,C,19.2,60.3,79.5,720,0.91,2025-10-26T17:00:57.477ZZ
90001,Los Angeles,CA,8620 Cedar St,B,F,B,4,10.5,14.5,403,0.9,2025-10-26T17:00:57.477ZZ
96813,Honolulu,HI,1054 Mission St,F,A,F,37.9,108.9,146.8,971,0.83,2025-10-26T17:00:57.477ZZ
73301,Austin,TX,7964 Peachtree St NE,D,B,B,30.9,111,141.9,799,0.81,2025-10-26T17:00:57.477ZZ
10003,New York,NY,5779 Broadway,F,D,D,14,35.2,49.2,565,0.84,2025-10-26T17:00:57.477ZZ
60601,Chicago,IL,534 Lexington Ave,C,A,F,18.3,58.1,76.4,693,0.86,2025-10-26T17:00:57.477ZZ
60601,Chicago,IL,1990 Market St,B,D,C,7.9,27.5,35.4,481,0.84,2025-10-26T17:00:57.477ZZ
90011,Los Angeles,CA,7933 Lexington Ave,C,D,B,14.3,54.8,69.1,721,0.84,2025-10-26T17:00:57.477ZZ
73102,Oklahoma City,OK,7559 Market St,D,C,A,16.1,40.6,56.7,697,0.82,2025-10-26T17:00:57.477ZZ
90001,Los Angeles,CA,5713 Peachtree St NE,D,C,B,28.8,85.6,114.4,886,0.87,2025-10-26T17:00:57.477ZZ
19104,Philadelphia,PA,879 Mission St,B,D,F,6.3,21,27.3,502,0.82,2025-10-26T17:00:57.477ZZ
48201,Detroit,MI,5205 Fulton St,C,C,C,17.9,46,63.9,540,0.88,2025-10-26T17:00:57.477ZZ
73102,Oklahoma City,OK,240 Pine St,F,C,C,23.8,61.1,84.9,977,0.92,2025-10-26T17:00:57.477ZZ
33132,Miami,FL,8828 Market St,C,A,B,10.3,35.9,46.2,532,0.85,2025-10-26T17:00:57.477ZZ
73102,Oklahoma City,OK,8508 Washington Ave,C,D,D,15.7,51.2,66.9,796,0.91,2025-10-26T17:00:57.477ZZ
19104,Philadelphia,PA,106 Canal St,D,A,C,17.8,60.1,77.9,624,0.9,2025-10-26T17:00:57.477ZZ
90011,Los Angeles,CA,2332 Peachtree St NE,D,B,A,10.9,43,53.9,584,0.89,2025-10-26T17:00:57.477ZZ
73102,Oklahoma City,OK,5579 Pine St,B,B,C,6.6,17,23.6,475,0.83,2025-10-26T17:00:57.477ZZ
90001,Los Angeles,CA,5057 Canal St,D,D,C,20.5,81,101.5,994,0.93,2025-10-26T17:00:57.477ZZ
37203,Nashville,TN,4632 Fulton St,F,A,B,12.7,38,50.7,473,0.82,2025-10-26T17:00:57.477ZZ
10002,New York,NY,8439 Fulton St,D,B,D,23.9,71.3,95.2,723,0.81,2025-10-26T17:00:57.477ZZ
11201,Brooklyn,NY,4810 Peachtree St NE,D,F,F,26.5,82.9,109.4,646,0.91,2025-10-26T17:00:57.477ZZ
85001,Phoenix,AZ,8449 Mission St,C,F,D,18.8,62.5,81.3,794,0.9,2025-10-26T17:00:57.477ZZ
73301,Austin,TX,4664 Pine St,D,B,A,34.1,133.2,167.3,1157,0.85,2025-10-26T17:00:57.477ZZ
20001,Washington,DC,6365 Mission St,D,D,D,15.8,48,63.8,563,0.9,2025-10-26T17:00:57.477ZZ
10003,New York,NY,1637 Lexington Ave,D,B,B,27.4,76.3,103.7,1113,0.88,2025-10-26T17:00:57.477ZZ
37203,Nashville,TN,7935 Broadway,C,B,B,16.3,42.9,59.2,719,0.94,2025-10-26T17:00:57.477ZZ
10003,New York,NY,5320 Main St,A,F,B,2.1,5.9,8,344,0.88,2025-10-26T17:00:57.477ZZ
33132,Miami,FL,3911 Maple Ave,A,C,F,4.1,11.3,15.4,385,0.9,2025-10-26T17:00:57.477ZZ
80202,Denver,CO,544 Pine St,D,C,D,23.1,85.4,108.5,670,0.94,2025-10-26T17:00:57.477ZZ
85001,Phoenix,AZ,7402 1st Ave,C,D,B,5.5,14.8,20.3,383,0.83,2025-10-26T17:00:57.477ZZ
02115,Boston,MA,8387 Maple Ave,B,A,D,4.6,12.5,17.1,366,0.91,2025-10-26T17:00:57.477ZZ
85001,Phoenix,AZ,7997 Peachtree St NE,A,A,C,4.9,14.2,19.1,411,0.93,2025-10-26T17:00:57.477ZZ
72201,Little Rock,AR,3939 Market St,F,F,C,18.1,66,84.1,803,0.88,2025-10-26T17:00:57.477ZZ
94102,San Francisco,CA,878 Peachtree St NE,B,C,C,6.1,18.2,24.3,405,0.84,2025-10-26T17:00:57.477ZZ
60629,Chicago,IL,445 Collins Ave,A,C,D,3.9,9.8,13.7,383,0.84,2025-10-26T17:00:57.477ZZ
19104,Philadelphia,PA,67 Peachtree St NE,D,C,D,31.4,83.3,114.7,1183,0.92,2025-10-26T17:00:57.477ZZ
94103,San Francisco,CA,2245 Canal St,B,B,B,9.2,25,34.2,529,0.86,2025-10-26T17:00:57.477ZZ
77002,Houston,TX,8022 Fulton St,D,B,B,18.2,47.8,66,554,0.81,2025-10-26T17:00:57.477ZZ
94102,San Francisco,CA,9966 1st Ave,C,F,B,6.9,21.4,28.3,515,0.85,2025-10-26T17:00:57.477ZZ
37203,Nashville,TN,1225 Main St,A,C,D,4,15.7,19.7,448,0.84,2025-10-26T17:00:57.477ZZ
73301,Austin,TX,8213 Market St,D,F,C,10.7,35.3,46,515,0.89,2025-10-26T17:00:57.477ZZ
33101,Miami,FL,1620 Oak St,C,D,C,16.2,60.6,76.8,909,0.86,2025-10-26T17:00:57.477ZZ
90001,Los Angeles,CA,3548 Oak St,B,C,B,6.8,23.7,30.5,474,0.87,2025-10-26T17:00:57.477ZZ
98101,Seattle,WA,6846 Main St,D,C,B,13.4,50.9,64.3,766,0.88,2025-10-26T17:00:57.477ZZ
60601,Chicago,IL,5665 Maple Ave,B,B,A,4.4,11.7,16.1,407,0.88,2025-10-26T17:00:57.477ZZ
45202,Cincinnati,OH,9027 Fulton St,A,D,B,2.2,7.6,9.8,338,0.95,2025-10-26T17:00:57.477ZZ
77002,Houston,TX,2509 Washington Ave,A,C,D,2.6,6.6,9.2,364,0.95,2025-10-26T17:00:57.477ZZ
60629,Chicago,IL,7946 Peachtree St NE,A,A,F,4.3,17.1,21.4,414,0.94,2025-10-26T17:00:57.477ZZ
85001,Phoenix,AZ,9468 Market St,D,B,A,34.9,130,164.9,953,0.85,2025-10-26T17:00:57.477ZZ
94102,San Francisco,CA,9215 Broadway,B,D,B,8.8,25,33.8,533,0.94,2025-10-26T17:00:57.477ZZ
30303,Atlanta,GA,6948 Peachtree St NE,A,C,B,3.8,12.1,15.9,363,0.91,2025-10-26T17:00:57.477ZZ
75201,Dallas,TX,6221 Cedar St,F,C,B,47.3,128.5,175.8,876,0.87,2025-10-26T17:00:57.477ZZ
30303,Atlanta,GA,1095 Main St,C,C,C,7.4,23.4,30.8,471,0.89,2025-10-26T17:00:57.477ZZ
20001,Washington,DC,5139 Canal St,C,C,A,9.9,37.4,47.3,641,0.84,2025-10-26T17:00:57.477ZZ
11211,Brooklyn,NY,1626 Pine St,D,D,C,10.6,30.8,41.4,563,0.86,2025-10-26T17:00:57.477ZZ
96813,Honolulu,HI,2560 Elm St,C,C,F,14.3,49.2,63.5,569,0.94,2025-10-26T17:00:57.477ZZ
94103,San Francisco,CA,838 Mission St,D,C,F,13,32.9,45.9,513,0.95,2025-10-26T17:00:57.477ZZ
60629,Chicago,IL,5006 Oak St,C,D,C,4.2,12,16.2,383,0.83,2025-10-26T17:00:57.477ZZ
94103,San Francisco,CA,3940 Cedar St,A,C,C,2.2,6.2,8.4,366,0.95,2025-10-26T17:00:57.477ZZ
96813,Honolulu,HI,6292 Main St,C,B,B,12,32.4,44.4,457,0.83,2025-10-26T17:00:57.477ZZ
45202,Cincinnati,OH,1060 Maple Ave,D,B,C,29.1,93.6,122.7,1260,0.86,2025-10-26T17:00:57.477ZZ
19104,Philadelphia,PA,2882 Maple Ave,C,C,C,15.7,46.3,62,522,0.9,2025-10-26T17:00:57.477ZZ
30303,Atlanta,GA,8481 Pine St,D,C,D,8.6,22.8,31.4,485,0.88,2025-10-26T17:00:57.477ZZ
60629,Chicago,IL,6942 Pine St,B,F,C,3.4,9.3,12.7,375,0.81,2025-10-26T17:00:57.477ZZ
10001,New York,NY,762 Mission St,D,D,B,22.4,74.6,97,643,0.91,2025-10-26T17:00:57.477ZZ
72201,Little Rock,AR,3122 Fulton St,D,F,F,17.4,58.5,75.9,773,0.9,2025-10-26T17:00:57.477ZZ
30303,Atlanta,GA,7759 Lexington Ave,D,D,F,30.9,118.5,149.4,1303,0.88,2025-10-26T17:00:57.477ZZ
85001,Phoenix,AZ,649 Elm St,B,C,C,3.6,9.8,13.4,340,0.93,2025-10-26T17:00:57.477ZZ
20001,Washington,DC,4110 Fulton St,B,C,D,8.5,25.5,34,512,0.85,2025-10-26T17:00:57.477ZZ
94103,San Francisco,CA,1830 Fulton St,A,C,D,2.4,8.4,10.8,383,0.86,2025-10-26T17:00:57.477ZZ
11201,Brooklyn,NY,2835 Fulton St,A,D,C,1.2,4.3,5.5,326,0.85,2025-10-26T17:00:57.477ZZ
94103,San Francisco,CA,3439 Collins Ave,D,C,B,27.9,107.2,135.1,1296,0.87,2025-10-26T17:00:57.477ZZ
30303,Atlanta,GA,3500 Cedar St,C,C,C,5.4,17.7,23.1,437,0.91,2025-10-26T17:00:57.477ZZ
10001,New York,NY,5985 Fulton St,D,C,F,11.8,37.7,49.5,471,0.87,2025-10-26T17:00:57.477ZZ
11201,Brooklyn,NY,6591 Peachtree St NE,B,D,D,3.1,8.5,11.6,366,0.84,2025-10-26T17:00:57.477ZZ
94102,San Francisco,CA,6434 1st Ave,D,C,B,31.8,89.5,121.3,735,0.9,2025-10-26T17:00:57.477ZZ
94103,San Francisco,CA,3303 Maple Ave,D,D,B,29,107.8,136.8,889,0.87,2025-10-26T17:00:57.477ZZ
60601,Chicago,IL,2348 Oak St,C,A,C,18.9,72.4,91.3,648,0.92,2025-10-26T17:00:57.477ZZ
48201,Detroit,MI,6737 Pine St,C,D,C,16.9,48.7,65.6,498,0.84,2025-10-26T17:00:57.477ZZ
10003,New York,NY,4701 Mission St,D,D,D,9.6,29.6,39.2,489,0.94,2025-10-26T17:00:57.477ZZ
90001,Los Angeles,CA,4310 Cedar St,C,D,D,7,19.9,26.9,403,0.89,2025-10-26T17:00:57.477ZZ
10001,New York,NY,7741 Fulton St,D,F,F,21.2,61.2,82.4,786,0.87,2025-10-26T17:00:57.477ZZ
48201,Detroit,MI,4300 Collins Ave,D,C,F,24,69.5,93.5,956,0.8,2025-10-26T17:00:57.477ZZ
33132,Miami,FL,5390 Oak St,C,D,B,7.4,21.7,29.1,446,0.93,2025-10-26T17:00:57.477ZZ
94102,San Francisco,CA,6549 Collins Ave,D,B,A,13.5,53.9,67.4,741,0.9,2025-10-26T17:00:57.477ZZ
19104,Philadelphia,PA,3764 Fulton St,A,D,C,2.1,5.9,8,356,0.81,2025-10-26T17:00:57.477ZZ
60601,Chicago,IL,6953 1st Ave,A,A,B,3.9,12.2,16.1,407,0.92,2025-10-26T17:00:57.477ZZ
77002,Houston,TX,492 Main St,B,D,C,6.1,17,23.1,407,0.94,2025-10-26T17:00:57.477ZZ
72201,Little Rock,AR,4591 Canal St,D,D,F,12.7,40.4,53.1,590,0.95,2025-10-26T17:00:57.477ZZ
33132,Miami,FL,4598 Cedar St,C,B,D,18.5,58,76.5,840,0.9,2025-10-26T17:00:57.477ZZ
94102,San Francisco,CA,792 Elm St,D,C,C,20.1,69.7,89.8,856,0.87,2025-10-26T17:00:57.477ZZ
94103,San Francisco,CA,9068 Washington Ave,C,F,B,5,17.2,22.2,462,0.87,2025-10-26T17:00:57.477ZZ
11211,Brooklyn,NY,7632 Peachtree St NE,C,A,D,8,30.8,38.8,543,0.94,2025-10-26T17:00:57.477ZZ
30303,Atlanta,GA,7722 Maple Ave,B,C,C,3.7,14,17.7,419,0.87,2025-10-26T17:00:57.477ZZ
45202,Cincinnati,OH,1979 Lexington Ave,D,A,D,10.2,33.1,43.3,466,0.94,2025-10-26T17:00:57.477ZZ
37203,Nashville,TN,6709 1st Ave,D,B,B,8.8,23.7,32.5,417,0.81,2025-10-26T17:00:57.477ZZ
90011,Los Angeles,CA,227 Mission St,C,D,B,8.2,26.8,35,519,0.92,2025-10-26T17:00:57.477ZZ
20001,Washington,DC,4948 Mission St,C,B,C,15,54,69,824,0.82,2025-10-26T17:00:57.477ZZ
30303,Atlanta,GA,3348 Elm St,C,B,C,19.2,58.4,77.6,888,0.95,2025-10-26T17:00:57.477ZZ
10003,New York,NY,9163 Canal St,A,C,D,5,18.3,23.3,458,0.8,2025-10-26T17:00:57.477ZZ
80202,Denver,CO,9558 Lexington Ave,A,B,C,4.5,17.1,21.6,425,0.82,2025-10-26T17:00:57.477ZZ
98101,Seattle,WA,2948 Peachtree St NE,C,C,B,17.9,70.3,88.2,817,0.85,2025-10-26T17:00:57.477ZZ
20001,Washington,DC,6126 Broadway,B,F,A,7.4,19.6,27,390,0.87,2025-10-26T17:00:57.477ZZ
98101,Seattle,WA,2530 Broadway,B,C,A,7.6,22.6,30.2,408,0.8,2025-10-26T17:00:57.477ZZ
80202,Denver,CO,9672 Peachtree St NE,C,C,C,16.8,63.1,79.9,789,0.83,2025-10-26T17:00:57.477ZZ
10002,New York,NY,9648 Maple Ave,D,B,D,24.2,77,101.2,914,0.87,2025-10-26T17:00:57.477ZZ
60629,Chicago,IL,4557 Lexington Ave,F,B,A,19,61.3,80.3,913,0.82,2025-10-26T17:00:57.477ZZ
60629,Chicago,IL,9273 Broadway,A,F,F,2.2,7.5,9.7,372,0.82,2025-10-26T17:00:57.477ZZ
72201,Little Rock,AR,8156 Mission St,F,D,B,24,93.6,117.6,1031,0.93,2025-10-26T17:00:57.477ZZ
10003,New York,NY,2339 Fulton St,D,D,C,16.8,46.3,63.1,639,0.94,2025-10-26T17:00:57.477ZZ
11201,Brooklyn,NY,5667 Pine St,C,C,D,12.8,44.6,57.4,492,0.85,2025-10-26T17:00:57.477ZZ
10002,New York,NY,9711 Canal St,B,D,B,9.5,33.8,43.3,455,0.86,2025-10-26T17:00:57.477ZZ
11201,Brooklyn,NY,8882 Washington Ave,D,D,A,33.5,124.9,158.4,1482,0.86,2025-10-26T17:00:57.477ZZ
02115,Boston,MA,9963 Collins Ave,B,B,A,3.6,11,14.6,381,0.89,2025-10-26T17:00:57.477ZZ
80202,Denver,CO,1822 Oak St,C,C,D,10.9,39.7,50.6,474,0.93,2025-10-26T17:00:57.477ZZ
80202,Denver,CO,4145 Collins Ave,D,D,B,11.9,32.9,44.8,514,0.9,2025-10-26T17:00:57.477ZZ
64106,Kansas City,MO,2830 Collins Ave,A,C,B,4.5,14.2,18.7,385,0.92,2025-10-26T17:00:57.477ZZ
37203,Nashville,TN,8481 Lexington Ave,C,A,C,7.4,29.2,36.6,411,0.92,2025-10-26T17:00:57.477ZZ
11201,Brooklyn,NY,7253 Washington Ave,F,D,C,37,134.8,171.8,1001,0.9,2025-10-26T17:00:57.477ZZ
20001,Washington,DC,9751 Canal St,F,D,C,18.1,48,66.1,511,0.84,2025-10-26T17:00:57.477ZZ
80202,Denver,CO,1784 Washington Ave,C,D,C,6.2,23.1,29.3,431,0.94,2025-10-26T17:00:57.477ZZ
90001,Los Angeles,CA,347 Collins Ave,D,C,D,18.3,69.8,88.1,630,0.95,2025-10-26T17:00:57.477ZZ
37203,Nashville,TN,8206 Maple Ave,D,C,B,9.4,28.6,38,527,0.94,2025-10-26T17:00:57.477ZZ
45202,Cincinnati,OH,1053 Lexington Ave,C,B,D,15.5,44.3,59.8,489,0.89,2025-10-26T17:00:57.477ZZ
30303,Atlanta,GA,3098 Fulton St,F,D,D,34.6,107.1,141.7,1119,0.82,2025-10-26T17:00:57.477ZZ
10002,New York,NY,4488 Washington Ave,A,C,B,2.7,10.3,13,403,0.91,2025-10-26T17:00:57.477ZZ
02115,Boston,MA,3702 Main St,D,D,C,18.5,52.4,70.9,573,0.91,2025-10-26T17:00:57.477ZZ
10001,New York,NY,7481 Main St,B,D,B,8.2,21.5,29.7,505,0.82,2025-10-26T17:00:57.477ZZ
02115,Boston,MA,8473 Broadway,D,B,F,27.1,73.2,100.3,746,0.91,2025-10-26T17:00:57.477ZZ
20001,Washington,DC,7240 Collins Ave,C,D,A,15.1,39.7,54.8,689,0.84,2025-10-26T17:00:57.477ZZ
73102,Oklahoma City,OK,6263 Pine St,D,D,B,17.8,48.9,66.7,810,0.88,2025-10-26T17:00:57.477ZZ
98101,Seattle,WA,124 Collins Ave,C,D,C,9.9,38.8,48.7,563,0.93,2025-10-26T17:00:57.477ZZ
60601,Chicago,IL,3163 Collins Ave,C,C,A,19.3,65.1,84.4,680,0.9,2025-10-26T17:00:57.477ZZ
11201,Brooklyn,NY,293 Oak St,B,A,B,8.8,28.2,37,517,0.91,2025-10-26T17:00:57.477ZZ
30303,Atlanta,GA,8025 Peachtree St NE,B,B,C,5.5,18.7,24.2,458,0.81,2025-10-26T17:00:57.477ZZ
19104,Philadelphia,PA,745 Cedar St,C,F,F,14.5,43.5,58,701,0.89,2025-10-26T17:00:57.477ZZ
37203,Nashville,TN,5633 Broadway,D,B,D,15.6,57,72.6,667,0.89,2025-10-26T17:00:57.477ZZ
94102,San Francisco,CA,4669 Maple Ave,C,D,B,4.4,17.5,21.9,414,0.81,2025-10-26T17:00:57.477ZZ
80202,Denver,CO,5791 Market St,A,D,B,2,5.6,7.6,347,0.8,2025-10-26T17:00:57.477ZZ
60601,Chicago,IL,8855 Canal St,D,C,B,20.8,67,87.8,591,0.92,2025-10-26T17:00:57.477ZZ
11201,Brooklyn,NY,837 Pine St,B,B,F,6.2,23.6,29.8,459,0.84,2025-10-26T17:00:57.477ZZ
73301,Austin,TX,3659 Peachtree St NE,C,D,F,13.7,41.4,55.1,593,0.93,2025-10-26T17:00:57.477ZZ
75201,Dallas,TX,4115 Maple Ave,D,C,F,18.7,58.6,77.3,633,0.88,2025-10-26T17:00:57.477ZZ
77002,Houston,TX,4190 Peachtree St NE,C,C,C,16.1,50.4,66.5,587,0.86,2025-10-26T17:00:57.477ZZ
94103,San Francisco,CA,755 Market St,C,B,B,7.2,21.7,28.9,456,0.85,2025-10-26T17:00:57.477ZZ
33101,Miami,FL,450 Oak St,F,D,C,41.7,152.6,194.3,1392,0.9,2025-10-26T17:00:57.477ZZ
45202,Cincinnati,OH,9122 Broadway,C,C,B,9.5,25.6,35.1,425,0.87,2025-10-26T17:00:57.477ZZ
33101,Miami,FL,1228 Mission St,C,C,A,5.3,13.7,19,359,0.87,2025-10-26T17:00:57.477ZZ
64106,Kansas City,MO,6669 Market St,B,B,C,8.3,32.9,41.2,560,0.93,2025-10-26T17:00:57.477ZZ
37203,Nashville,TN,6684 Maple Ave,D,D,C,16.2,64.8,81,737,0.86,2025-10-26T17:00:57.477ZZ
90001,Los Angeles,CA,4366 Cedar St,A,B,C,3.8,9.8,13.6,393,0.93,2025-10-26T17:00:57.477ZZ
60629,Chicago,IL,841 Oak St,B,B,C,5.9,23.1,29,432,0.87,2025-10-26T17:00:57.477ZZ
85001,Phoenix,AZ,6451 Maple Ave,B,C,C,2.7,9.2,11.9,362,0.9,2025-10-26T17:00:57.477ZZ
60601,Chicago,IL,7389 Market St,B,D,B,4.3,11.2,15.5,385,0.9,2025-10-26T17:00:57.477ZZ
98101,Seattle,WA,6991 Pine St,B,B,A,6.4,23.8,30.2,469,0.9,2025-10-26T17:00:57.477ZZ
94103,San Francisco,CA,2771 Maple Ave,B,B,F,7.1,23.5,30.6,431,0.85,2025-10-26T17:00:57.477ZZ
72201,Little Rock,AR,1676 Fulton St,B,A,F,9.2,24.4,33.6,555,0.91,2025-10-26T17:00:57.477ZZ
85001,Phoenix,AZ,3227 Fulton St,C,B,B,16.7,64.1,80.8,566,0.85,2025-10-26T17:00:57.477ZZ
73301,Austin,TX,6895 Market St,F,B,D,31.7,121.7,153.4,1176,0.95,2025-10-26T17:00:57.477ZZ
33101,Miami,FL,2195 Oak St,C,B,D,13.4,36.1,49.5,649,0.86,2025-10-26T17:00:57.477ZZ
85001,Phoenix,AZ,6362 Main St,C,B,B,16.3,56.8,73.1,827,0.85,2025-10-26T17:00:57.477ZZ
19104,Philadelphia,PA,1975 Collins Ave,C,C,F,11.2,31.8,43,565,0.88,2025-10-26T17:00:57.477ZZ
94103,San Francisco,CA,6401 Washington Ave,B,C,B,4.4,15.6,20,422,0.81,2025-10-26T17:00:57.477ZZ
11211,Brooklyn,NY,3663 Peachtree St NE,C,C,B,10,27.6,37.6,498,0.85,2025-10-26T17:00:57.478ZZ
20001,Washington,DC,4786 Collins Ave,D,D,B,8.9,34.1,43,621,0.91,2025-10-26T17:00:57.478ZZ
60601,Chicago,IL,948 Washington Ave,C,D,C,16.3,52.7,69,533,0.92,2025-10-26T17:00:57.478ZZ
11211,Brooklyn,NY,1730 1st Ave,C,D,D,11.2,36.8,48,523,0.82,2025-10-26T17:00:57.478ZZ
73301,Austin,TX,3755 Broadway,D,C,B,21.4,66.7,88.1,829,0.87,2025-10-26T17:00:57.478ZZ
72201,Little Rock,AR,4251 Washington Ave,D,F,F,16.2,54.5,70.7,791,0.92,2025-10-26T17:00:57.478ZZ
72201,Little Rock,AR,2588 Market St,B,D,B,9.3,27,36.3,517,0.9,2025-10-26T17:00:57.478ZZ
19104,Philadelphia,PA,9887 Peachtree St NE,D,B,C,18.9,53.7,72.6,820,0.83,2025-10-26T17:00:57.478ZZ
45202,Cincinnati,OH,3679 Maple Ave,C,C,C,9.2,28.7,37.9,581,0.84,2025-10-26T17:00:57.478ZZ
94102,San Francisco,CA,4932 1st Ave,C,D,D,14.3,42.5,56.8,708,0.93,2025-10-26T17:00:57.478ZZ
10003,New York,NY,9644 Maple Ave,D,B,D,9.7,38.6,48.3,650,0.91,2025-10-26T17:00:57.478ZZ
72201,Little Rock,AR,7474 Collins Ave,D,F,C,19.3,61.6,80.9,645,0.92,2025-10-26T17:00:57.478ZZ
33101,Miami,FL,6213 Canal St,A,D,D,2.3,5.8,8.1,328,0.9,2025-10-26T17:00:57.478ZZ
80202,Denver,CO,1877 Pine St,B,D,C,6.3,22.4,28.7,505,0.94,2025-10-26T17:00:57.478ZZ
98101,Seattle,WA,4327 Lexington Ave,B,D,B,4.7,14.3,19,448,0.88,2025-10-26T17:00:57.478ZZ
20001,Washington,DC,5102 Elm St,D,C,D,22.4,72.7,95.1,785,0.92,2025-10-26T17:00:57.478ZZ
10003,New York,NY,2545 Main St,B,A,D,3,11.1,14.1,373,0.92,2025-10-26T17:00:57.478ZZ
48201,Detroit,MI,7019 Oak St,A,B,D,1.9,6.5,8.4,343,0.87,2025-10-26T17:00:57.478ZZ
90011,Los Angeles,CA,9818 Mission St,C,C,D,12,41.7,53.7,670,0.87,2025-10-26T17:00:57.478ZZ
45202,Cincinnati,OH,3453 Lexington Ave,C,C,A,12.9,37.7,50.6,540,0.84,2025-10-26T17:00:57.478ZZ
45202,Cincinnati,OH,7769 Collins Ave,B,C,D,6.3,18.3,24.6,385,0.81,2025-10-26T17:00:57.478ZZ
90001,Los Angeles,CA,4338 Elm St,C,C,B,19.4,59.5,78.9,896,0.89,2025-10-26T17:00:57.478ZZ
19104,Philadelphia,PA,3925 Cedar St,C,B,D,12.5,49.9,62.4,580,0.94,2025-10-26T17:00:57.478ZZ
45202,Cincinnati,OH,7175 Broadway,B,D,D,4.6,15.4,20,445,0.92,2025-10-26T17:00:57.478ZZ
37203,Nashville,TN,5001 Maple Ave,C,C,B,19.7,57.6,77.3,917,0.81,2025-10-26T17:00:57.478ZZ
90011,Los Angeles,CA,5365 Main St,B,D,A,7.9,28.8,36.7,568,0.88,2025-10-26T17:00:57.478ZZ
73301,Austin,TX,9495 Peachtree St NE,C,D,C,9.4,32,41.4,561,0.93,2025-10-26T17:00:57.478ZZ
90011,Los Angeles,CA,9125 Collins Ave,D,D,C,16.7,48.6,65.3,708,0.94,2025-10-26T17:00:57.478ZZ
33101,Miami,FL,471 Maple Ave,D,C,C,24.8,97.5,122.3,1093,0.95,2025-10-26T17:00:57.478ZZ
30303,Atlanta,GA,7734 Cedar St,D,D,C,10.1,29.4,39.5,580,0.81,2025-10-26T17:00:57.478ZZ
48201,Detroit,MI,261 Pine St,D,C,F,16.5,55.5,72,561,0.88,2025-10-26T17:00:57.478ZZ
19104,Philadelphia,PA,6407 Market St,C,D,C,19.6,51.7,71.3,649,0.81,2025-10-26T17:00:57.478ZZ
94102,San Francisco,CA,1563 Maple Ave,A,D,D,2.3,8.6,10.9,332,0.9,2025-10-26T17:00:57.478ZZ
85001,Phoenix,AZ,2808 1st Ave,B,C,C,9.7,33.1,42.8,507,0.88,2025-10-26T17:00:57.478ZZ
94102,San Francisco,CA,7861 Mission St,C,B,F,7.4,20.6,28,468,0.86,2025-10-26T17:00:57.478ZZ
11201,Brooklyn,NY,9533 Collins Ave,D,C,D,24.9,71.5,96.4,611,0.85,2025-10-26T17:00:57.478ZZ
72201,Little Rock,AR,4125 Broadway,C,D,D,9.9,26.4,36.3,506,0.92,2025-10-26T17:00:57.478ZZ
72201,Little Rock,AR,3149 Cedar St,B,C,D,10,37.4,47.4,444,0.9,2025-10-26T17:00:57.478ZZ
10001,New York,NY,8208 Mission St,A,D,C,4.3,15.1,19.4,359,0.94,2025-10-26T17:00:57.478ZZ
30303,Atlanta,GA,127 Broadway,B,D,D,4.3,11.9,16.2,407,0.86,2025-10-26T17:00:57.478ZZ
11211,Brooklyn,NY,1172 Market St,C,A,A,7.4,22.2,29.6,526,0.82,2025-10-26T17:00:57.478ZZ
90001,Los Angeles,CA,8228 Peachtree St NE,D,D,A,30.4,106.1,136.5,1002,0.94,2025-10-26T17:00:57.478ZZ
77002,Houston,TX,9509 1st Ave,D,C,A,16.2,58.1,74.3,773,0.87,2025-10-26T17:00:57.478ZZ
11201,Brooklyn,NY,8485 Market St,C,C,C,15.5,55.8,71.3,597,0.82,2025-10-26T17:00:57.478ZZ
10003,New York,NY,4717 Pine St,D,D,D,27.8,95.3,123.1,1281,0.85,2025-10-26T17:00:57.478ZZ
96813,Honolulu,HI,8624 Fulton St,C,D,B,11.6,38.9,50.5,471,0.9,2025-10-26T17:00:57.478ZZ
11211,Brooklyn,NY,352 Market St,D,B,C,27.8,94.6,122.4,1195,0.85,2025-10-26T17:00:57.478ZZ
48201,Detroit,MI,8745 Mission St,F,C,C,27.9,87.9,115.8,1213,0.81,2025-10-26T17:00:57.478ZZ
48201,Detroit,MI,6436 Mission St,C,A,D,16.9,53.2,70.1,825,0.86,2025-10-26T17:00:57.478ZZ
